,Unnamed: 0,id,subject_class_x,subject_id,object_class,object_id,context_class_x,context_id,created_at,description,action_template_id,value,is_hidden,ext_data,created_at_year,created_at_quarter,created_at_month,created_at_date,created_at_weekday,created_at_hour,subject_class_y,context_class_y,Категория,action_category,action
282,101417,566588,Deal,3801.0,User,158.0,Deal,3801.0,1610343114,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №3801 - <rb-link object=""Deal"" text=""3801.Сделка с клиентом ООО Колбино М-340"" params=""{&quot;id&quot;:3801,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 28.02.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
283,101418,566587,Deal,4449.0,User,158.0,Deal,4449.0,1610343091,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №4449 - <rb-link object=""Deal"" text=""4449.Сделка с клиентом ООО &quot;Агрохлеб&quot;"" params=""{&quot;id&quot;:4449,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 28.02.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
284,101438,566567,Deal,2094.0,User,159.0,Deal,2094.0,1610342651,"Zhigulskiy, Viktor, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №2094 - <rb-link object=""Deal"" text=""2094.Сделка с клиентом ООО Возрождение Каширский р-н М-140"" params=""{&quot;id&quot;:2094,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 31.01.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
287,101439,566566,Deal,3516.0,User,158.0,Deal,3516.0,1610342637,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №3516 - <rb-link object=""Deal"" text=""3516.Сделка с клиентом ООО &quot;Агро Фирма-Импульс-2&quot; Хохольский район"" params=""{&quot;id&quot;:3516,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 31.03.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
292,101467,566538,Event,42513.0,User,157.0,Event,42513.0,1610341612,"Задача завершена - Встреча с представителем компании ООО Нива (Калачеевский район) подписание договора по эколотайгеру. Ответственный: Kolgan, Mikhail. Автор: Kolgan, Mikhail. Клиент: <rb-link object=""Company"" text=""ООО Нива (Калачеевский район)"" params=""{&quot;id&quot;:2209}""></rb-link>. Завершить не позднее: 30.12.2020.",50.0,,False,,2021,1,1,2021-01-11,1,8,Event,Event,Календарь,calendar,Завершено событие календаря
293,101468,566537,Comment,59023.0,User,157.0,Event,42513.0,1610341612,"Kolgan, Mikhail создал новый комментарий ""Поздравил руководителя, передал оригинал договора. Договорились после нового года встретится для обсуждения по пресподборщику."" в задаче - .",87.0,,False,,2021,1,1,2021-01-11,1,8,Comment,Event,Календарь,calendar,создал новый комментарий в событии календаря
295,101463,566542,Comment,59024.0,User,157.0,Event,42514.0,1610341852,"Kolgan, Mikhail создал новый комментарий ""Встретился с руководителем. Обсудили планы на предстоящий сезон, договорились встретится после праздников и обсудить более детально."" в задаче - .",87.0,,False,,2021,1,1,2021-01-11,1,8,Comment,Event,Календарь,calendar,создал новый комментарий в событии календаря
296,101471,566534,Event,42512.0,User,157.0,Event,42512.0,1610341489,"Задача завершена - Встреча с представителем компании ООО Русское Поле (Калачеевский район) поздравление с новым годом. Ответственный: Kolgan, Mikhail. Автор: Kolgan, Mikhail. Клиент: <rb-link object=""Company"" text=""ООО Русское Поле (Калачеевский район)"" params=""{&quot;id&quot;:2292}""></rb-link>. Завершить не позднее: 30.12.2020.",50.0,,False,,2021,1,1,2021-01-11,1,8,Event,Event,Календарь,calendar,Завершено событие календаря
304,101472,566533,Comment,59022.0,User,157.0,Event,42512.0,1610341489,"Kolgan, Mikhail создал новый комментарий ""Поздравил с наступающим новым годом, обсудили потребности на предстоящий сезон. Договорились после праздников встретится для детального обсуждения."" в задаче - .",87.0,,False,,2021,1,1,2021-01-11,1,8,Comment,Event,Календарь,calendar,создал новый комментарий в событии календаря
305,101462,566543,Event,42514.0,User,157.0,Event,42514.0,1610341852,"Задача завершена - Встреча с представителем компании ЗАО Маяк (Петропавловский район) поздравление с новым годом. Ответственный: Kolgan, Mikhail. Автор: Kolgan, Mikhail. Клиент: <rb-link object=""Company"" text=""ЗАО Маяк (Петропавловский район)"" params=""{&quot;id&quot;:2459}""></rb-link>. Завершить не позднее: 30.12.2020.",50.0,,False,,2021,1,1,2021-01-11,1,8,Event,Event,Календарь,calendar,Завершено событие календаря
307,101459,566546,Comment,59025.0,User,157.0,Event,42515.0,1610341887,"Kolgan, Mikhail создал новый комментарий ""Поздравил клиентов с наступающим новым годом"" в задаче - .",87.0,,False,,2021,1,1,2021-01-11,1,8,Comment,Event,Календарь,calendar,создал новый комментарий в событии календаря
308,101440,566565,Deal,4377.0,User,148.0,Deal,4377.0,1610342623,"Gridin, Sergey, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №4377 - <rb-link object=""Deal"" text=""4377.Сделка с клиентом ООО Третьяковское"" params=""{&quot;id&quot;:4377,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 30.03.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
309,101441,566564,Deal,4548.0,User,158.0,Deal,4548.0,1610342616,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №4548 - <rb-link object=""Deal"" text=""4548.Сделка с клиентом ООО Жито"" params=""{&quot;id&quot;:4548,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 28.02.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
310,101442,566563,Deal,4549.0,User,159.0,Deal,4549.0,1610342616,"Zhigulskiy, Viktor, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №4549 - <rb-link object=""Deal"" text=""4549.Сделка с клиентом ООО Возрождение Каширский р-н"" params=""{&quot;id&quot;:4549,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 06.02.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
311,101443,566562,Deal,4548.0,User,158.0,Deal,4548.0,1610342612,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №4548 - <rb-link object=""Deal"" text=""4548.Сделка с клиентом ООО Жито"" params=""{&quot;id&quot;:4548,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 05.01.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
312,101444,566561,Deal,4554.0,User,158.0,Deal,4554.0,1610342597,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №4554 - <rb-link object=""Deal"" text=""4554.Сделка с клиентом АПК ИНВЕСТ ООО"" params=""{&quot;id&quot;:4554,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 28.02.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
313,101446,566559,Event,42637.0,User,162.0,Event,42637.0,1610342213,"Создана новая задача - Работа в офисе, обзвон клиентов с целью поздравления с НГ и выявления потребностей на будущий год!. Ответственный: Gorbunov, Viktor. Автор: Gorbunov, Viktor. Завершить не позднее: 31.12.2020.",24.0,,False,,2021,1,1,2021-01-11,1,8,Event,Event,Календарь,calendar,Создано новое событие календаря
314,101448,566557,Event,42636.0,User,159.0,Event,42636.0,1610342121,"Задача завершена - Работа с клиентами в телефонном режиме. Ответственный: Zhigulskiy, Viktor. Автор: Zhigulskiy, Viktor. Завершить не позднее: 30.12.2020.",50.0,,False,,2021,1,1,2021-01-11,1,8,Event,Event,Календарь,calendar,Завершено событие календаря
315,101449,566556,Comment,59027.0,User,159.0,Event,42636.0,1610342121,"Zhigulskiy, Viktor создал новый комментарий ""Отработано"" в задаче - .",87.0,,False,,2021,1,1,2021-01-11,1,8,Comment,Event,Календарь,calendar,создал новый комментарий в событии календаря
317,101450,566555,Event,42636.0,User,159.0,Event,42636.0,1610342108,"Создана новая задача - Работа с клиентами в телефонном режиме. Ответственный: Zhigulskiy, Viktor. Автор: Zhigulskiy, Viktor. Завершить не позднее: 30.12.2020.",24.0,,False,,2021,1,1,2021-01-11,1,8,Event,Event,Календарь,calendar,Создано новое событие календаря
318,101452,566553,Event,42635.0,User,158.0,Event,42635.0,1610342069,"Задача завершена - Обзвон клиентов.. Ответственный: Syrovatskiy, Sergey. Автор: Syrovatskiy, Sergey. Завершить не позднее: 31.12.2020.",50.0,,False,,2021,1,1,2021-01-11,1,8,Event,Event,Календарь,calendar,Завершено событие календаря
319,101453,566552,Comment,59026.0,User,158.0,Event,42635.0,1610342069,"Syrovatskiy, Sergey создал новый комментарий ""Произведён обзвон клиентов."" в задаче - .",87.0,,False,,2021,1,1,2021-01-11,1,8,Comment,Event,Календарь,calendar,создал новый комментарий в событии календаря
320,101455,566550,Event,42635.0,User,158.0,Event,42635.0,1610342043,"Создана новая задача - Обзвон клиентов.. Ответственный: Syrovatskiy, Sergey. Автор: Syrovatskiy, Sergey. Завершить не позднее: 31.12.2020.",24.0,,False,,2021,1,1,2021-01-11,1,8,Event,Event,Календарь,calendar,Создано новое событие календаря
321,101456,566549,Event,42634.0,User,157.0,Event,42634.0,1610341920,"Создана новая задача - Совещание отдела продаж техники. Ответственный: Kolgan, Mikhail. Автор: Kolgan, Mikhail. Завершить не позднее: 12.01.2021.",24.0,,False,,2021,1,1,2021-01-11,1,8,Event,Event,Календарь,calendar,Создано новое событие календаря
324,101458,566547,Event,42515.0,User,157.0,Event,42515.0,1610341887,"Задача завершена - Обзвон клиентов с поздравлениями к новому году. Ответственный: Kolgan, Mikhail. Автор: Kolgan, Mikhail. Завершить не позднее: 31.12.2020.",50.0,,False,,2021,1,1,2021-01-11,1,8,Event,Event,Календарь,calendar,Завершено событие календаря
326,100711,567294,Comment,59085.0,User,127.0,Event,42698.0,1610371732,"Annenkov, Aleksey создал новый комментарий ""17.11.2020 Собственник подтвердил, что опрыскиватель всем понравился своей простотой и максимальной ремонтопригодностью. Единственный вопрос к опрыскивателю, он не понимает за что платятся деньги, сопоставимые с более технологичными JD 4150i и Horsch Leeb. В любом случае решение дожно быть 18.11.2020"" в задаче - .",87.0,,False,,2021,1,1,2021-01-11,1,16,Comment,Event,Календарь,calendar,создал новый комментарий в событии календаря
327,101405,566600,DealProduct,7133.0,User,158.0,Deal,4334.0,1610343490,"Syrovatskiy, Sergey добавил 1 ед. товара <rb-link object=""Product"" text=""Пропашная сеялка точного высева Maschio Gaspardo SP 8"" params=""{&quot;id&quot;:797,&quot;type&quot;:&quot;product&quot;}""></rb-link> в сделку - <rb-link object=""Deal"" text=""4334.Сделка с клиентом ООО Экопродукт"" params=""{&quot;id&quot;:4334,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",19.0,,False,,2021,1,1,2021-01-11,1,8,DealProduct,Deal,Сделка,deal,добавил товар в сделку
328,101403,566602,Deal,3829.0,User,158.0,Deal,3829.0,1610343546,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №3829 - <rb-link object=""Deal"" text=""3829.Сделка с клиентом ООО &quot;АГРО-СПЕКТР&quot;"" params=""{&quot;id&quot;:3829,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 28.09.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
330,100686,567319,Deal,4575.0,User,135.0,Deal,4575.0,1610380924,"Chernov, Konstantin создал новую сделку №4575 - <rb-link object=""Deal"" text=""4575.Сделка с клиентом ЗАО Победа (Захаровский р-н)"" params=""{&quot;id&quot;:4575,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Клиент: <rb-link object=""Company"" text=""ЗАО Победа (Захаровский р-н)"" params=""{&quot;id&quot;:1804}""></rb-link>.",9.0,,False,,2021,1,1,2021-01-11,1,19,Deal,Deal,Сделка,deal,создал новую сделку
331,100685,567320,DealProduct,7138.0,User,135.0,Deal,4575.0,1610381072,"Chernov, Konstantin добавил 1 ед. товара <rb-link object=""Product"" text=""Комбайн кормоуборочный New Holland FR500 Forage Cruiser FR50R3 E 107 05"" params=""{&quot;id&quot;:796,&quot;type&quot;:&quot;product&quot;}""></rb-link> в сделку - <rb-link object=""Deal"" text=""4575.Сделка с клиентом ЗАО Победа (Захаровский р-н)"" params=""{&quot;id&quot;:4575,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",19.0,,False,,2021,1,1,2021-01-11,1,19,DealProduct,Deal,Сделка,deal,добавил товар в сделку
332,100684,567321,Deal,4575.0,User,135.0,Deal,4575.0,1610381086,"Chernov, Konstantin, Менеджер по продажам техники, изменил значение в поле ""Дата контрактации"" в сделке №4575 - <rb-link object=""Deal"" text=""4575.Сделка с клиентом ЗАО Победа (Захаровский р-н)"" params=""{&quot;id&quot;:4575,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 26.01.2021.",85.0,,False,,2021,1,1,2021-01-11,1,19,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
333,100683,567322,Comment,59091.0,User,135.0,Deal,4575.0,1610381222,"Chernov, Konstantin создал новый комментарий ""Хозяйство планирует приобретение кормоуборочного комбайна  500 л.с."" в сделке №4575 - .",3.0,,False,,2021,1,1,2021-01-11,1,19,Comment,Deal,Сделка,deal,создал новый комментарий в сделке
335,101358,566647,DealActualStagePoint,160927.0,User,140.0,Deal,4313.0,1610346163,"Ababilov, Aleksandr, Менеджер по продажам техники, выбрал пункт чек-листа 1. Работа с возражениями клиента в сделке №4313 - <rb-link object=""Deal"" text=""4313.Сделка с клиентом ООО &quot;Прогресс&quot; (Сасовский р-н) (NH CX8.80)"" params=""{&quot;id&quot;:4313,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-11,1,9,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
336,101357,566648,DealActualStagePoint,160928.0,User,140.0,Deal,4313.0,1610346165,"Ababilov, Aleksandr, Менеджер по продажам техники, выбрал пункт чек-листа 2. Согласование с клиентом окончательной спецификации и количества в сделке №4313 - <rb-link object=""Deal"" text=""4313.Сделка с клиентом ООО &quot;Прогресс&quot; (Сасовский р-н) (NH CX8.80)"" params=""{&quot;id&quot;:4313,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-11,1,9,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
337,101359,566646,Deal,4313.0,User,140.0,Deal,4313.0,1610346155,"Ababilov, Aleksandr изменил этап сделки №4313 - <rb-link object=""Deal"" text=""4313.Сделка с клиентом ООО &quot;Прогресс&quot; (Сасовский р-н) (NH CX8.80)"" params=""{&quot;id&quot;:4313,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новый этап: 3. Переговоры. Клиент: <rb-link object=""Company"" text=""ООО &quot;Прогресс&quot; (Сасовский р-н)"" params=""{&quot;id&quot;:3872}""></rb-link>.",14.0,,False,,2021,1,1,2021-01-11,1,9,Deal,Deal,Сделка,deal,изменил этап сделки
338,101361,566644,DealActualStagePoint,160921.0,User,140.0,Deal,4313.0,1610346145,"Ababilov, Aleksandr, Менеджер по продажам техники, снял выбор с пункта чек-листа 2. Демопоказ в хозяйстве или посещение подобного мероприятия у другого клиента по нашему приглашению в сделке №4313 - <rb-link object=""Deal"" text=""4313.Сделка с клиентом ООО &quot;Прогресс&quot; (Сасовский р-н) (NH CX8.80)"" params=""{&quot;id&quot;:4313,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",18.0,,False,,2021,1,1,2021-01-11,1,9,DealActualStagePoint,Deal,Сделка,deal,снял выбор с пункта чек-листа
339,100877,567128,DealActualStagePoint,169997.0,User,61.0,Deal,4515.0,1610368431,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 4. Получение оригиналов УПД с подписью и печатью клиента в сделке №4515 - <rb-link object=""Deal"" text=""4515.Сделка с клиентом КФХ Толстенков Д.Б. ТММ255 (11м.)"" params=""{&quot;id&quot;:4515,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-11,1,15,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
340,101363,566642,DealActualStagePoint,160924.0,User,140.0,Deal,4313.0,1610346132,"Ababilov, Aleksandr, Менеджер по продажам техники, выбрал пункт чек-листа 5. ИТОГ: у клиента сформировано четкое намерение законтрактоваться в ближайшие 3 месяца в сделке №4313 - <rb-link object=""Deal"" text=""4313.Сделка с клиентом ООО &quot;Прогресс&quot; (Сасовский р-н) (NH CX8.80)"" params=""{&quot;id&quot;:4313,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-11,1,9,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
341,101364,566641,DealActualStagePoint,160923.0,User,140.0,Deal,4313.0,1610346130,"Ababilov, Aleksandr, Менеджер по продажам техники, выбрал пункт чек-листа 4. Запрос КП клиентом в сделке №4313 - <rb-link object=""Deal"" text=""4313.Сделка с клиентом ООО &quot;Прогресс&quot; (Сасовский р-н) (NH CX8.80)"" params=""{&quot;id&quot;:4313,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-11,1,9,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
342,101365,566640,DealActualStagePoint,160920.0,User,140.0,Deal,4313.0,1610346129,"Ababilov, Aleksandr, Менеджер по продажам техники, выбрал пункт чек-листа 1. Презентация преимуществ работы с нашей компанией. Презентация нашей техники (каталоги, видео, любые другие демонстрационные материалы) в сделке №4313 - <rb-link object=""Deal"" text=""4313.Сделка с клиентом ООО &quot;Прогресс&quot; (Сасовский р-н) (NH CX8.80)"" params=""{&quot;id&quot;:4313,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-11,1,9,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
343,101366,566639,DealActualStagePoint,160921.0,User,140.0,Deal,4313.0,1610346129,"Ababilov, Aleksandr, Менеджер по продажам техники, выбрал пункт чек-листа 2. Демопоказ в хозяйстве или посещение подобного мероприятия у другого клиента по нашему приглашению в сделке №4313 - <rb-link object=""Deal"" text=""4313.Сделка с клиентом ООО &quot;Прогресс&quot; (Сасовский р-н) (NH CX8.80)"" params=""{&quot;id&quot;:4313,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-11,1,9,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
345,101360,566645,DealActualStagePoint,160926.0,User,140.0,Deal,4313.0,1610346150,"Ababilov, Aleksandr, Менеджер по продажам техники, выбрал пункт чек-листа 7. ИТОГ: клиент готов обсуждать конкретные условия сделки в сделке №4313 - <rb-link object=""Deal"" text=""4313.Сделка с клиентом ООО &quot;Прогресс&quot; (Сасовский р-н) (NH CX8.80)"" params=""{&quot;id&quot;:4313,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-11,1,9,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
346,100689,567316,Event,42327.0,User,68.0,Event,42327.0,1610374267,"Задача завершена - Работа в офисе. Ответственный: Dolmatov, Evgeny. Автор: Dolmatov, Evgeny. Завершить не позднее: 21.12.2020.",50.0,,False,,2021,1,1,2021-01-11,1,17,Event,Event,Календарь,calendar,Завершено событие календаря
347,100690,567315,Comment,59090.0,User,68.0,Event,42327.0,1610374267,"Dolmatov, Evgeny создал новый комментарий ""Работа в офисе"" в задаче - .",87.0,,False,,2021,1,1,2021-01-11,1,17,Comment,Event,Календарь,calendar,создал новый комментарий в событии календаря
349,101356,566649,DealActualStagePoint,160929.0,User,140.0,Deal,4313.0,1610346168,"Ababilov, Aleksandr, Менеджер по продажам техники, выбрал пункт чек-листа 3. Согласование с клиентом окончательной цены и скидок в сделке №4313 - <rb-link object=""Deal"" text=""4313.Сделка с клиентом ООО &quot;Прогресс&quot; (Сасовский р-н) (NH CX8.80)"" params=""{&quot;id&quot;:4313,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-11,1,9,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
352,100706,567299,Deal,4175.0,User,68.0,Deal,4175.0,1610371767,"Dolmatov, Evgeny, Менеджер по продажам техники, активировал сделку №4175 - <rb-link object=""Deal"" text=""4175.Сделка с клиентом ЗАО  АФ Русь"" params=""{&quot;id&quot;:4175,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",84.0,,False,,2021,1,1,2021-01-11,1,16,Deal,Deal,Сделка,deal,активировал сделку
353,100705,567300,Comment,59086.0,User,68.0,Deal,4175.0,1610371848,"Dolmatov, Evgeny создал новый комментарий ""Так как есть в парке трактор Фент 500лс, купил еще один по хорошей цене. Трактор 2018г новый за 23 млн руб"" в сделке №4175 - .",3.0,,False,,2021,1,1,2021-01-11,1,16,Comment,Deal,Сделка,deal,создал новый комментарий в сделке
356,100702,567303,DealProduct,5885.0,User,68.0,Deal,3679.0,1610372088,"Dolmatov, Evgeny изменил количество товара <rb-link object=""Product"" text=""Трактор New Holland T7060 PC RN76A3 C 100 01"" params=""{&quot;id&quot;:438,&quot;type&quot;:&quot;product&quot;}""></rb-link> в сделке - <rb-link object=""Deal"" text=""3679.Сделка с клиентом КФХ Волков С.В"" params=""{&quot;id&quot;:3679,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое количество: 2 шт.",20.0,,False,,2021,1,1,2021-01-11,1,16,DealProduct,Deal,Сделка,deal,изменил количество товара в сделке
357,100701,567304,Comment,59087.0,User,68.0,Deal,3679.0,1610372233,"Dolmatov, Evgeny создал новый комментарий ""Купил два трактора вальтра по хорошей цене. Сказал что понравился трактор, ни у кого здесь нет таких и у меня будут первого. Стоимость трактора 10млн руб"" в сделке №3679 - .",3.0,,False,,2021,1,1,2021-01-11,1,16,Comment,Deal,Сделка,deal,создал новый комментарий в сделке
360,100698,567307,DealProduct,6886.0,User,68.0,Deal,4386.0,1610373004,"Dolmatov, Evgeny изменил количество товара <rb-link object=""Product"" text=""Комбайн New Holland CX8.80 Спецификация XW88RA F 104 04"" params=""{&quot;id&quot;:679,&quot;type&quot;:&quot;product&quot;}""></rb-link> в сделке - <rb-link object=""Deal"" text=""4386.Сделка с клиентом ИП Шестопалов И.А 8.80"" params=""{&quot;id&quot;:4386,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое количество: 2 шт.",20.0,,False,,2021,1,1,2021-01-11,1,16,DealProduct,Deal,Сделка,deal,изменил количество товара в сделке
361,100697,567308,Comment,59088.0,User,68.0,Deal,4386.0,1610373141,"Dolmatov, Evgeny создал новый комментарий ""Купил еще два комбайна Тукано 580, отдав в трейд ин 4 шт Дон 1500 и 3 Акроса 530 за 12,5 млн руб. Мы оценили в 11,8 млн ."" в сделке №4386 - .",3.0,,False,,2021,1,1,2021-01-11,1,16,Comment,Deal,Сделка,deal,создал новый комментарий в сделке
365,100692,567313,Comment,59089.0,User,160.0,Deal,4358.0,1610373883,"Piven, Aleksey создал новый комментарий ""купил трактор ДД 6135, так как ниже цена и срок поставки. Он в наличии"" в сделке №4358 - .",3.0,,False,,2021,1,1,2021-01-11,1,17,Comment,Deal,Сделка,deal,создал новый комментарий в сделке
367,101404,566601,Deal,3844.0,User,158.0,Deal,3844.0,1610343520,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №3844 - <rb-link object=""Deal"" text=""3844.Сделка с клиентом КФХ Баранников Н.Н."" params=""{&quot;id&quot;:3844,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 31.03.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
368,101367,566638,DealActualStagePoint,160922.0,User,140.0,Deal,4313.0,1610346129,"Ababilov, Aleksandr, Менеджер по продажам техники, выбрал пункт чек-листа 3. Предоставление отзывов других клиентов (публикации, устно или совместное посещение) в сделке №4313 - <rb-link object=""Deal"" text=""4313.Сделка с клиентом ООО &quot;Прогресс&quot; (Сасовский р-н) (NH CX8.80)"" params=""{&quot;id&quot;:4313,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-11,1,9,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
369,101369,566636,DealActualStagePoint,160919.0,User,140.0,Deal,4313.0,1610346105,"Ababilov, Aleksandr, Менеджер по продажам техники, выбрал пункт чек-листа 6. Клиент планирует контрактацию (не покупку!) в ближайшие 6 месяцев в сделке №4313 - <rb-link object=""Deal"" text=""4313.Сделка с клиентом ООО &quot;Прогресс&quot; (Сасовский р-н) (NH CX8.80)"" params=""{&quot;id&quot;:4313,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-11,1,9,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
370,101390,566615,Deal,4104.0,User,159.0,Deal,4104.0,1610343954,"Zhigulskiy, Viktor, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №4104 - <rb-link object=""Deal"" text=""4104.Сделка с клиентом КФХ ИП Котов В.В. М-310"" params=""{&quot;id&quot;:4104,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 31.01.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
371,101391,566614,Deal,4142.0,User,159.0,Deal,4142.0,1610343934,"Zhigulskiy, Viktor, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №4142 - <rb-link object=""Deal"" text=""4142.Сделка с клиентом КФХ Свешников И.И. CASE Maxxum 140"" params=""{&quot;id&quot;:4142,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 31.01.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
372,101392,566613,Deal,4143.0,User,159.0,Deal,4143.0,1610343917,"Zhigulskiy, Viktor, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №4143 - <rb-link object=""Deal"" text=""4143.Сделка с клиентом КФХ Королев П.В. Case M140"" params=""{&quot;id&quot;:4143,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 08.02.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
